+=====+========+========+========+
|  #  | Cipher | Plain  |  Key   | Proof: Cipher ⊕ Plain = Key
| 387 | KTHLLE | TITRES | TTTRLS | [011 111 001 100 100 000] ⊕ [111 010 111 101 000 110] = [111 111 111 101 100 110]
| 388 | KTHLLE | TITTER | TTTTLR | [011 111 001 100 100 000] ⊕ [111 010 111 111 000 101] = [111 111 111 111 100 101]
| 389 | KTHLLE | TITTIE | TTTTSE | [011 111 001 100 100 000] ⊕ [111 010 111 111 010 000] = [111 111 111 111 110 000]
| 390 | KTHLLE | TITTLE | TTTTLE | [011 111 001 100 100 000] ⊕ [111 010 111 111 100 000] = [111 111 111 111 100 000]
| 391 | KTHLLE | TRESIS | TTHSSS | [011 111 001 100 100 000] ⊕ [111 101 000 110 010 110] = [111 111 001 110 110 110]
| 392 | KTHLLE | TRETIS | TTHTSS | [011 111 001 100 100 000] ⊕ [111 101 000 111 010 110] = [111 111 001 111 110 110]
| 393 | KTHLLE | TRIERS | TTKLRS | [011 111 001 100 100 000] ⊕ [111 101 010 000 101 110] = [111 111 011 100 101 110]
| 394 | KTHLLE | TRIKER | TTKTLR | [011 111 001 100 100 000] ⊕ [111 101 010 011 000 101] = [111 111 011 111 100 101]
| 395 | KTHLLE | TRIKES | TTKTLS | [011 111 001 100 100 000] ⊕ [111 101 010 011 000 110] = [111 111 011 111 100 110]
| 396 | KTHLLE | TRIKIR | TTKTSR | [011 111 001 100 100 000] ⊕ [111 101 010 011 010 101] = [111 111 011 111 110 101]
| 397 | KTHLLE | TRILIT | TTKLST | [011 111 001 100 100 000] ⊕ [111 101 010 100 010 111] = [111 111 011 100 110 111]
| 398 | KTHLLE | TRILLI | TTKLLI | [011 111 001 100 100 000] ⊕ [111 101 010 100 100 010] = [111 111 011 100 100 010]
| 399 | KTHLLE | TRILLS | TTKLLS | [011 111 001 100 100 000] ⊕ [111 101 010 100 100 110] = [111 111 011 100 100 110]
| 400 | KTHLLE | TRISTE | TTKSTE | [011 111 001 100 100 000] ⊕ [111 101 010 110 111 000] = [111 111 011 110 111 000]
| 401 | KTHLLE | TRITER | TTKTLR | [011 111 001 100 100 000] ⊕ [111 101 010 111 000 101] = [111 111 011 111 100 101]
| 402 | KTHLLE | TSETSE | TTHTSE | [011 111 001 100 100 000] ⊕ [111 110 000 111 110 000] = [111 111 001 111 110 000]
| 403 | KTHLLE | TSKTSK | TTKTSK | [011 111 001 100 100 000] ⊕ [111 110 011 111 110 011] = [111 111 011 111 110 011]
+=====+========+========+========+
